data_trimestre,fundo,mandato,tipo_gestao,segmento_atuacao,cnpj_fundo,Qdade_cotas_emitidas,nome_ativo,cnpj_ativo,quantidade_ativo,valor_ativo,size
2021/06,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,KNIP11 - KINEA INDICES DE PRECOS FII - FII,24.960.430/0001-13,223100.0,23838235.0,5.008452999318596
2021/06,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,LGCP11 - LOGCP INTER FII,34.598.181/0001-11,21000.0,1864590.0,5.008452999318596
2021/06,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,MCCI11 - FDO INV. MAUA CAPITAL RECEBIVEIS IMOB. - FII,23.648.935/0001-84,12700.0,1288415.0,5.008452999318596
2021/06,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,MXRF11 - MAXI RENDA FII - FII,97.521.225/0001-25,529000.0,5369350.0,5.008452999318596
2021/06,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,PORD11 - POLO FII - RECEBIVEIS IMOB II - FII,17.156.502/0001-09,73400.0,7523500.0,5.008452999318596
2021/06,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,RBCO11 - RB CAPITAL OFFICE INCOME FDO INV. IMOB.,31.894.369/0001-19,132750.0,7552147.5,5.008452999318596
2021/06,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,RBED11 - FII RIO BRAVO RENDA EDUCACIONAL - FII,13.873.457/0001-52,22000.0,3112780.0,5.008452999318596
2021/06,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,RBGS11 - RB CAPITAL GENERAL SHOP SULACAP FII - FII,13.652.006/0001-95,13244.0,488306.28,5.008452999318596
2021/06,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,RBRP11 - FII RBR PROPERTIES - FII,21.408.063/0001-51,23100.0,1845690.0,5.008452999318596
2021/06,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,RBRR11 - FII - FII RBR RENDIMENTO HIGH GRADE,29.467.977/0001-03,104900.0,10327405.0,5.008452999318596
2021/06,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,RCRB11 - FII RIO BRAVO RENDA CORPORATIVA,03.683.056/0001-86,28600.0,3975400.0,5.008452999318596
2021/06,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,RECR11 - FII REC RECEBIVEIS IMOBILIARIOS,28.152.272/0001-26,47700.0,4911192.0,5.008452999318596
2021/06,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,SDIL11 - FII SDI RIO BRAVO RENDA LOGISTICA - FII,16.671.412/0001-93,76000.0,6980600.0,5.008452999318596
2021/06,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,SPAF11 - SPA FII - FII,18.311.024/0001-27,11270.0,11316795.07,5.008452999318596
2021/06,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,VCJR11 - VECTIS JUROS REAL FDO INV. IMOB. - FII,32.400.250/0001-05,77600.0,7391400.0,5.008452999318596
2021/06,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,VGIP11 - VALORA CRI INDICE DE PRECO FDO INVEST. IMOB. FII,34.197.811/0001-46,48230.0,4824446.9,5.008452999318596
2021/06,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,VGIR11 - VALORA RE III FII - FII,29.852.732/0001-91,42000.0,3762780.0,5.008452999318596
2021/06,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,VILG11 - VINCI LOGISTICA FII - FII,24.853.044/0001-22,84700.0,9235688.0,5.008452999318596
2021/06,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,VISC11 - VINCI SHOPPING CENTERS FDO INVEST IMOB - FII,17.554.274/0001-25,102500.0,10967500.0,5.008452999318596
2021/06,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,VRTA11 - FATOR VERITA FII - FII,11.664.201/0001-00,82500.0,9042000.0,5.008452999318596
2021/06,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,XPCI11 - XP CREDITO IMOBILIARIO - FII,28.516.301/0001-91,91621.0,9207910.5,5.008452999318596
2021/06,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,XPIN11 - XP INDUSTRIAL FII - FII,28.516.325/0001-40,18000.0,1810260.0,5.008452999318596
2021/06,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,XPLG11 - XP LOG FII - FII,26.502.794/0001-85,127000.0,13422630.0,5.008452999318596
2021/06,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,XPML11 - XP MALLS FII FII,28.757.546/0001-00,84000.0,8668800.0,5.008452999318596
2021/03,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,MXRF13 - MAXI RENDA FII - FII,97.521.225/0001-25,93500.0,972400.0,5.008452999318596
2021/03,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,IRDM13 - FII IRIDIUM RECEBIVEIS IMOBILIARIOS,28.830.325/0001-10,3359.0,450509.08,5.008452999318596
2021/03,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,RBED13 - FII RIO BRAVO RENDA EDUCACIONAL - FII,13.873.457/0001-52,3068.0,444706.6,5.008452999318596
2021/03,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,VGIP12 - VALORA CRI INDICE DE PRECO FDO INVEST. IMOB. FII,34.197.811/0001-46,21113.0,0.0,5.008452999318596
2020/12,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,FLCR15 - FARIA LIMA CAPITAL RECEB. IMOB. I - FDO INV. IMOB.,33.884.145/0001-51,20000.0,2028400.0,5.008452999318596
2020/12,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,FLCR17 - FARIA LIMA CAPITAL RECEB. IMOB. I - FDO INV. IMOB.,33.884.145/0001-51,10000.0,1019700.0,5.008452999318596
2020/12,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,VCJR13 - VECTIS JUROS REAL FDO INV. IMOB. - FII,32.400.250/0001-05,77600.0,7993728.87,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,AFCR11 - AF INVEST FII RECEBIVEIS IMOBILIARIOS,32.065.364/0001-46,7538.0,802797.0,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,BLCP11 - BLUECAP RENDA LOGISTICA,35.652.060/0001-73,20536.0,2110074.0,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,BLCP13 - BLUECAP RENDA LOGISTICA -FII,35.652.060/0001-73,5592.0,580896.96,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,BRCR11 - FII - FII BTG PACTUAL CORPORATE OFFICE FUND,08.924.783/0001-01,137107.0,12476737.0,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,BTCR11 - BTG PACTUAL CREDITO IMOBILIARIO FII,29.787.928/0001-40,85858.0,7177728.8,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,BTLG11 - TRX REALTY LOGISTICA RENDA I FII,11.839.593/0001-09,89281.0,9320936.4,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,BTLG12 - TRX REALTY LOGISTICA RENDA I FII,11.839.593/0001-09,63913.0,13421.73,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,HGBS11 - CSHG BRASIL SHOPPING - FDO INV IMOB - FII,08.431.747/0001-06,40000.0,8450000.0,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,HGCR11 - CSHG RECEBIVEIS IMOBILIARIOS - FII - FII,11.160.521/0001-22,75000.0,7739250.0,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,HGRE11 - CSHG REAL ESTATE - FII - FII,09.072.017/0001-29,80050.0,12007500.0,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,HGRU11 - CSHG RENDA URBANA - FII,29.641.226/0001-53,44000.0,5636400.0,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,HGRU12 - CSHG RENDA URBANA - FII,29.641.226/0001-53,28111.0,0.0,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,JRDM11 - FII SHOPPING JARDIM SUL,14.879.856/0001-93,55731.0,4222180.56,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,JS REAL ESTATE MULTIGESTAO - FII,13.371.132/0001-71,68029.0,6776368.69,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,KNCR11 - KINEA RENDIMENTOS IMOBILIARIOS FDO INV IMOB - FII,16.706.958/0001-32,118500.0,10694625.0,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,KNIP11 - KINEA INDICE DE PRECOS FII,24.960.430/0001-13,125000.0,13815000.0,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,KNRI11 - KINEA RENDA IMOBILIARIA FII,12.005.956/0001-65,75000.0,12377250.0,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,MXRF11 - MAXI RENDA FDO INV IMOB - FII,97.521.225/0001-25,742360.0,8099147.6,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,PATC11 - PATRIA EDIFICIOS CORPORATIVOS FDO INV IMOB - FII,30.048.651/0001-12,12600.0,1111320.0,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,PORD11 - POLO FII - RECEBIVEIS IMOBILIARIOS II - FII,17.156.502/0001-09,53954.0,5384609.2,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,RBED11 - AESAPAR FII,13.873.457/0001-52,17500.0,2879975.0,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,RBGS11 - RB CAPITAL GENERAL SHOPPING SULACAP FII,13.652.006/0001-95,13244.0,516383.56,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,RBRP11 - FII RBR PROPERTIES,21.408.063/0001-51,32500.0,2996500.0,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,RBRR11 - FII RBR RENDIMENTO HIGH GRADE,29.467.977/0001-03,52500.0,5234250.0,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,RBRR13 - FII RBR RENDIMENTO HIGH GRADE,29.467.977/0001-03,11613.0,1134241.71,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,SDIL11 - SDI LOGISTICA RIO BRAVO RENDA LOGISTIVA - FII - FII,16.671.412/0001-93,50000.0,5052500.0,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,SPAF11 - SPA FII,18.311.024/0001-27,11270.0,11233708.64,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,VILG11 - VINCI LOGISTICA FDO INV IMOB - FII,24.853.044/0001-22,54279.0,7147458.72,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,VISC11 - VINCI SHOPPING CENTERS FII,17.554.274/0001-25,102500.0,11239125.0,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,VLOL11 - FII - FII VILA OLIMPIA CORPORATE,15.296.696/0001-12,17781.0,1866827.19,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,XPCI11 - FII XP CREDITO IMOBILIARIO,28.516.301/0001-91,30000.0,2649300.0,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,XPIN11 - FII XP INDUSTRIAL,28.516.325/0001-40,12500.0,1440750.0,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,XPLG11 - XP LOG FII,26.502.794/0001-85,81894.0,11055690.0,5.008452999318596
2020/09,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,XPML11 - XP MALLS FII,28.757.546/0001-00,90000.0,9448200.0,5.008452999318596
2019/12,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,BBPO11 - BB PROGRESSIVO II FII,14.410.722/0001-29,56000.0,9609600.0,5.008452999318596
2019/12,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,HGRU13 - CSHG RENDA URBANA - FII,29.641.226/0001-53,60000.0,6646800.0,5.008452999318596
2019/12,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,XPCM11 - XP CORPORATE MACAE FII - FII,16.802.320/0001-03,85291.0,6482116.0,5.008452999318596
2019/12,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,SAAG11 - SANTANDER AGENCIAS FII,16.915.840/0001-14,30500.0,4392000.0,5.008452999318596
2019/12,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,SPTW11 - SP DOWNTOWN FII - FII,15.538.445/0001-05,34900.0,4273854.0,5.008452999318596
2019/12,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,VISC14 - VINCI SHOPPING CENTERS FDO INVEST IMOB - FII,17.554.274/0001-25,22278.0,2818167.0,5.008452999318596
2019/12,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,HGCR13 - CSHG RECEBIVEIS IMOBILIARIOS - FII - FII,11.160.521/0001-22,24674.0,2715373.7,5.008452999318596
2019/12,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,RBRP14 - RBR PROPERTIES FII,21.408.063/0001-51,23273.0,2035223.85,5.008452999318596
2019/12,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,FIIP11B - RB CAPITAL RENDA I - FII,08.696.175/0001-97,7626.0,1543883.7,5.008452999318596
2019/12,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,SNCR13 - SUPERNOVA RECEBIVEIS IMOBILIARIOS FII,32.065.364/0001-46,9723.0,1000010.55,5.008452999318596
2020/03,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,MXRF13 - FII MAXI RENDA,97.521.225/0001-25,285237.0,3137607.0,5.008452999318596
2020/03,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,PORD13 - POLO FII - RECEBIVEIS IMOBILIARIOS II - FII,17.156.502/0001-09,21814.0,2196233.52,5.008452999318596
2020/06,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,ALZR12 - ALIANZA TRUST RENDA IMOBILIARIA FII,28.737.771/0001-85,23572.0,2239340.0,5.008452999318596
2020/06,FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS,Titulos e Valores Mobiliarios,Ativa,Titulos e Val. Mob.,17.324.357/0001-28,2668860.0,BRCR12 - FII - FII BTG PACTUAL CORPORATE OFFICE FUND,08.924.783/0001-01,17922.0,0.0,5.008452999318596
